t,shortage_gw,dr_gw,demand_r2,demand_r4,demand_r5,vre_dispatch_gw,thermal_gw,battery_discharge_gw,battery_charge_gw
2006-07-21 13:00:00,0.0,0.0,66.45,56.98,38.6,76.63,90.0,0.0,9.600000000000009
2006-07-21 14:00:00,0.0,0.0,65.35,55.74,38.31,70.03999999999999,90.0,0.0,5.63999999999999
2006-07-21 15:00:00,0.0,0.0,65.05,55.05,39.2,60.12500000000001,90.0,4.175000000000002,0.0
2006-07-21 16:00:00,0.0,0.0,64.7,55.59,39.94,48.346000000000004,106.884,0.0,0.0
2006-07-21 17:00:00,0.0,0.0,63.83,55.72,39.55,34.96,119.13999999999999,0.0,0.0
2006-07-21 18:00:00,0.0,0.0,61.52,53.74,38.56,18.442999999999998,130.377,0.0,0.0
2006-07-21 19:00:00,0.0,0.0,59.43,52.7,37.17,4.834999999999999,139.465,0.0,0.0
2006-07-21 20:00:00,0.0,0.0,57.66,55.39,35.96,3.8870000000000005,135.0,5.122999999999992,0.0
2006-07-21 21:00:00,0.0,0.0,53.87,56.44,34.33,4.670999999999999,134.969,0.0,0.0
2006-07-21 22:00:00,0.0,0.0,50.88,52.41,30.75,4.829,110.0,14.210999999999991,0.0
2006-07-21 23:00:00,0.0,0.0,49.06,49.2,26.98,4.432,115.808,0.0,0.0
2006-07-22 00:00:00,0.0,0.0,39.41,38.51,23.41,4.082,92.248,0.0,0.0
2006-07-22 01:00:00,0.0,0.0,39.33,36.21,21.58,3.9989999999999997,90.0,0.0,1.8789999999999907
2006-07-22 02:00:00,0.0,0.0,39.98,35.44,20.69,3.8209999999999997,90.0,0.0,2.7110000000000127
2006-07-22 03:00:00,0.0,0.0,41.92,36.33,20.24,3.708,90.0,0.0,0.21800000000000352
2006-07-22 04:00:00,0.0,0.0,47.78,38.33,20.74,5.317,96.53299999999999,0.0,0.0
2006-07-22 05:00:00,0.0,0.0,53.11,41.78,25.18,10.995999999999999,104.07400000000003,0.0,0.0
2006-07-22 06:00:00,0.0,0.0,56.48,45.05,30.64,21.628999999999998,105.541,0.0,0.0
2006-07-22 07:00:00,0.0,0.0,58.18,47.51,34.43,32.411,102.709,0.0,0.0
2006-07-22 08:00:00,0.0,0.0,60.0,48.92,36.31,43.596000000000004,96.63400000000001,0.0,0.0
2006-07-22 09:00:00,0.0,0.0,61.51,49.97,36.97,52.03,91.42000000000002,0.0,0.0
2006-07-22 10:00:00,0.0,0.0,61.06,50.96,37.5,56.043000000000006,90.0,0.0,1.5229999999999961
2006-07-22 11:00:00,0.0,0.0,60.0,50.01,37.67,57.083000000000006,90.0,0.0,4.403000000000006
2006-07-22 12:00:00,0.0,0.0,58.69,49.28,37.09,55.172,90.0,0.0,5.111999999999995
2006-07-22 13:00:00,0.0,0.0,57.73,48.02,36.43,50.93,90.0,0.0,3.75
2006-07-22 14:00:00,0.0,0.0,56.63,46.77,36.13,45.315,90.0,0.0,0.7849999999999824
2006-07-22 15:00:00,0.0,0.0,56.33,46.09,37.03,38.842,95.608,0.0,0.0
2006-07-22 16:00:00,0.0,0.0,55.98,46.63,37.76,31.321999999999996,104.04800000000002,0.0,0.0
2006-07-22 17:00:00,0.0,0.0,55.12,46.76,37.37,22.604999999999997,111.64500000000001,0.0,0.0
2006-07-22 18:00:00,0.0,0.0,52.8,44.78,36.38,13.315,90.0,25.644999999999982,0.0
2006-07-22 19:00:00,0.0,0.0,50.71,43.73,35.0,6.8629999999999995,117.577,0.0,0.0
2006-07-22 20:00:00,0.0,0.0,48.94,46.42,33.79,6.438,110.0,7.712000000000003,0.0
2006-07-22 21:00:00,0.0,0.0,45.15,47.48,32.15,8.204,111.57600000000001,0.0,0.0
2006-07-22 22:00:00,0.0,0.0,42.16,43.45,28.57,9.053,100.127,0.0,0.0
2006-07-22 23:00:00,0.0,0.0,40.34,40.24,24.8,9.254000000000001,91.126,0.0,0.0
2006-07-23 00:00:00,0.0,0.0,33.1,34.32,22.57,8.690000000000001,90.0,0.0,13.699999999999998
2006-07-23 01:00:00,0.0,0.0,33.02,32.02,20.73,8.201,90.0,0.0,17.430999999999983
2006-07-23 02:00:00,0.0,0.0,33.67,31.25,19.85,7.835,90.0,0.0,18.064999999999984
2006-07-23 03:00:00,0.0,0.0,35.61,32.15,19.39,7.663,90.0,0.0,15.512999999999991
2006-07-23 04:00:00,0.0,0.0,41.47,34.14,19.9,8.597999999999999,90.0,0.0,8.088000000000006
2006-07-23 05:00:00,0.0,0.0,46.8,37.59,24.34,15.262,90.0,0.0,1.5319999999999823
2006-07-23 06:00:00,0.0,0.0,50.17,40.87,29.8,27.072000000000003,90.0,0.0,1.2319999999999949
2006-07-23 07:00:00,0.0,0.0,51.87,43.32,33.59,39.002,90.0,0.0,5.22199999999998
2006-07-23 08:00:00,0.0,0.0,53.69,44.73,35.47,47.852000000000004,90.0,0.0,8.961999999999989
2006-07-23 09:00:00,0.0,0.0,55.2,45.78,36.13,55.757000000000005,90.0,0.0,13.646999999999984
2006-07-23 10:00:00,0.0,0.0,54.75,46.78,36.66,63.525999999999996,90.0,0.0,20.33599999999999
2006-07-23 11:00:00,0.0,0.0,53.69,45.82,36.83,69.338,90.0,0.0,27.99799999999999
2006-07-23 12:00:00,0.0,0.0,52.38,45.09,36.25,71.757,90.0,0.0,33.03699999999999
2006-07-23 13:00:00,0.0,0.0,51.42,43.83,35.59,71.39200000000001,90.0,0.0,35.55200000000001
2006-07-23 14:00:00,0.0,0.0,50.32,42.59,35.29,67.35,90.0,0.0,34.14999999999998
2006-07-23 15:00:00,0.0,0.0,50.02,41.9,36.19,61.192,90.0,0.0,28.082000000000008
2006-07-23 16:00:00,0.0,0.0,49.67,42.44,36.92,50.859,90.0,0.0,16.828999999999997
2006-07-23 17:00:00,0.0,0.0,48.81,42.57,36.53,38.833999999999996,90.0,0.0,5.923999999999995
2006-07-23 18:00:00,0.0,0.0,46.49,40.59,35.54,25.452,92.168,0.0,0.0
2006-07-23 19:00:00,0.0,0.0,44.4,39.55,34.16,13.571,90.0,9.538999999999987,0.0
2006-07-23 20:00:00,0.0,0.0,42.63,42.24,32.95,10.102,102.71800000000002,0.0,0.0
2006-07-23 21:00:00,0.0,0.0,38.84,43.29,31.31,10.436,92.62250250000025,5.3814974999997744,0.0
2006-07-23 22:00:00,0.0,0.0,35.85,39.26,27.73,10.112000000000002,90.0,0.0,2.2719999999999914
2006-07-23 23:00:00,0.0,0.0,34.03,36.05,23.96,9.292,90.0,0.0,10.251999999999995
2006-07-24 00:00:00,0.0,0.0,45.47,43.47,24.6,7.819,100.721,0.0,0.0
2006-07-24 01:00:00,0.0,0.0,45.39,41.17,22.77,6.572,97.758,0.0,0.0
2006-07-24 02:00:00,0.0,0.0,46.04,40.4,21.88,5.729000000000001,97.59100000000001,0.0,0.0
2006-07-24 03:00:00,0.0,0.0,47.98,41.29,21.43,4.998,100.702,0.0,0.0
2006-07-24 04:00:00,0.0,0.0,53.84,43.28,21.93,5.954000000000001,108.09600000000002,0.0,0.0
2006-07-24 05:00:00,0.0,0.0,59.17,46.74,26.38,12.476000000000003,110.0,4.813999999999988,0.0
2006-07-24 06:00:00,0.0,0.0,62.54,50.01,31.84,24.236000000000004,110.0,5.153999999999996,0.0
2006-07-24 07:00:00,0.0,0.0,64.24,52.46,35.63,36.254,110.0,1.0760000000000076,0.0
2006-07-24 08:00:00,0.0,0.0,66.06,53.88,37.51,47.236000000000004,105.214,0.0,0.0
2006-07-24 09:00:00,0.0,0.0,67.57,54.92,38.17,56.141000000000005,99.519,0.0,0.0
2006-07-24 10:00:00,0.0,0.0,67.13,55.92,38.7,63.799,92.95100000000001,0.0,0.0
2006-07-24 11:00:00,0.0,0.0,66.06,54.97,38.87,68.907,90.0,0.0,4.006999999999994
2006-07-24 12:00:00,0.0,0.0,64.75,54.24,38.28,70.429,90.0,0.0,8.158999999999978
2006-07-24 13:00:00,0.0,0.0,63.79,52.97,37.62,68.417,90.0,0.0,9.03699999999998
2006-07-24 14:00:00,0.0,0.0,62.69,51.73,37.33,62.282,90.0,0.0,5.531999999999982
2006-07-24 15:00:00,0.0,0.0,62.39,51.05,38.22,53.362,93.298,0.0,0.0
2006-07-24 16:00:00,0.0,0.0,62.05,51.59,38.96,42.166,105.43400000000003,0.0,0.0
2006-07-24 17:00:00,0.0,0.0,61.18,51.72,38.57,30.128,116.34200000000001,0.0,0.0
2006-07-24 18:00:00,0.0,0.0,58.86,49.74,37.58,16.63,110.0,14.550000000000004,0.0
2006-07-24 19:00:00,0.0,0.0,56.77,48.69,36.2,6.662,129.99800000000002,0.0,0.0
2006-07-24 20:00:00,0.0,0.0,55.01,51.38,34.99,5.861,130.519,0.0,0.0
2006-07-24 21:00:00,0.0,0.0,51.22,52.43,33.35,6.596,125.40400000000001,0.0,0.0
2006-07-24 22:00:00,0.0,0.0,48.23,48.4,29.77,6.311,115.089,0.0,0.0
2006-07-24 23:00:00,0.0,0.0,46.4,45.2,26.0,5.548,107.05199999999999,0.0,0.0
2006-07-25 00:00:00,0.0,0.0,48.61,47.27,25.02,4.695,111.205,0.0,0.0
2006-07-25 01:00:00,0.0,0.0,48.53,44.96,23.19,4.112,107.56800000000001,0.0,0.0
2006-07-25 02:00:00,0.0,0.0,49.17,44.2,22.3,3.7460000000000004,106.924,0.0,0.0
2006-07-25 03:00:00,0.0,0.0,51.11,45.09,21.85,3.6109999999999998,109.43900000000002,0.0,0.0
2006-07-25 04:00:00,0.0,0.0,56.97,47.08,22.35,5.042,90.0,26.358000000000004,0.0
2006-07-25 05:00:00,0.0,0.0,62.31,50.53,26.79,12.378,122.252,0.0,0.0
2006-07-25 06:00:00,0.0,0.0,65.67,53.81,32.25,23.4,123.33,0.0,0.0
2006-07-25 07:00:00,0.0,0.0,67.38,56.26,36.04,34.781000000000006,119.899,0.0,0.0
2006-07-25 08:00:00,0.0,0.0,69.2,57.67,37.92,45.090999999999994,114.69900000000001,0.0,0.0
2006-07-25 09:00:00,0.0,0.0,70.71,58.72,38.59,54.284000000000006,108.736,0.0,0.0
2006-07-25 10:00:00,0.0,0.0,70.26,59.72,39.11,61.405,102.685,0.0,0.0
2006-07-25 11:00:00,0.0,0.0,69.2,58.77,39.28,65.838,96.41200000000002,0.0,0.0
2006-07-25 12:00:00,0.0,0.0,67.89,58.04,38.7,66.74,92.89000000000001,0.0,0.0
2006-07-25 13:00:00,0.0,0.0,66.93,56.77,38.04,64.248,92.49199999999999,0.0,0.0
2006-07-25 14:00:00,0.0,0.0,65.83,55.53,37.75,58.489,95.62100000000001,0.0,0.0
2006-07-25 15:00:00,0.0,0.0,65.53,54.85,38.64,50.056,103.964,0.0,0.0
2006-07-25 16:00:00,0.0,0.0,65.18,55.38,39.38,39.19,115.75000000000001,0.0,0.0
2006-07-25 17:00:00,0.0,0.0,64.31,55.52,38.99,28.026999999999994,125.79299999999999,0.0,0.0
2006-07-25 18:00:00,0.0,0.0,62.0,53.53,38.0,17.919999999999998,110.0,20.610000000000007,0.0
2006-07-25 19:00:00,0.0,0.0,59.91,52.49,36.61,10.831,133.179,0.0,0.0
2006-07-25 20:00:00,0.0,0.0,58.14,55.18,35.4,11.706,90.0,42.013999999999996,0.0
2006-07-25 21:00:00,0.0,0.0,54.35,56.23,33.76,12.105,127.23500000000001,0.0,0.0
2006-07-25 22:00:00,0.0,0.0,51.36,52.2,30.18,10.766,117.97400000000002,0.0,0.0
2006-07-25 23:00:00,0.0,0.0,49.54,48.99,26.42,9.061,110.88900000000001,0.0,0.0
2006-07-26 00:00:00,0.0,0.0,50.73,48.23,26.16,7.004,113.116,0.0,0.0
2006-07-26 01:00:00,0.0,0.0,50.65,45.93,24.32,5.179,110.72099999999999,0.0,0.0
2006-07-26 02:00:00,0.0,0.0,51.29,45.16,23.44,3.984,110.90599999999999,0.0,0.0
2006-07-26 03:00:00,0.0,0.0,53.23,46.06,22.98,3.271,113.999,0.0,0.0
2006-07-26 04:00:00,0.0,0.0,59.09,48.05,23.49,4.090000000000001,121.53999999999999,0.0,0.0
2006-07-26 05:00:00,0.0,0.0,64.43,51.5,27.93,10.086000000000002,128.77400000000003,0.0,0.0
2006-07-26 06:00:00,0.0,0.0,67.79,54.78,33.39,18.708,132.25200000000004,0.0,0.0
2006-07-26 07:00:00,0.0,0.0,69.5,57.23,37.18,28.201,130.0,0.7090000000000032,0.0
2006-07-26 08:00:00,0.0,0.0,71.32,58.64,39.06,39.367,124.65299999999999,0.0,0.0
2006-07-26 09:00:00,0.0,0.0,72.83,59.69,39.72,48.864999999999995,118.375,0.0,0.0
2006-07-26 10:00:00,0.0,0.0,72.38,60.69,40.25,55.080999999999996,113.239,0.0,0.0
2006-07-26 11:00:00,0.0,0.0,71.32,59.73,40.42,59.138999999999996,107.33099999999999,0.0,0.0
2006-07-26 12:00:00,0.0,0.0,70.01,59.0,39.84,61.39500000000001,102.45500000000001,0.0,0.0
2006-07-26 13:00:00,0.0,0.0,69.05,57.74,39.18,59.938,101.032,0.0,0.0
2006-07-26 14:00:00,0.0,0.0,67.95,56.49,38.88,54.82300000000001,103.497,0.0,0.0
2006-07-26 15:00:00,0.0,0.0,67.65,55.81,39.78,47.593,110.0,0.6470000000000091,0.0
2006-07-26 16:00:00,0.0,0.0,67.3,56.35,40.51,37.624,121.536,0.0,0.0
2006-07-26 17:00:00,0.0,0.0,66.43,56.48,40.12,27.07,130.96,0.0,0.0
2006-07-26 18:00:00,0.0,0.0,64.12,54.5,39.13,16.599999999999998,136.15,0.0,0.0
2006-07-26 19:00:00,0.0,0.0,62.03,53.46,37.75,7.987,140.25300000000001,0.0,0.0
2006-07-26 20:00:00,0.0,0.0,60.26,56.14,36.54,7.663,135.0,5.276999999999987,0.0
2006-07-26 21:00:00,0.0,0.0,56.47,57.2,34.9,8.799,134.771,0.0,0.0
2006-07-26 22:00:00,0.0,0.0,53.48,53.17,31.32,8.107,124.863,0.0,0.0
2006-07-26 23:00:00,0.0,0.0,51.66,49.96,27.55,6.859999999999999,117.31000000000002,0.0,0.0
2006-07-27 00:00:00,0.0,0.0,50.55,44.24,26.16,5.928000000000001,110.02199999999999,0.0,0.0
2006-07-27 01:00:00,0.0,0.0,50.47,41.94,24.32,5.167,106.56300000000002,0.0,0.0
2006-07-27 02:00:00,0.0,0.0,51.11,41.17,23.44,4.75,105.97000000000003,0.0,0.0
2006-07-27 03:00:00,0.0,0.0,53.05,42.06,22.98,3.689,109.40100000000001,0.0,0.0
2006-07-27 04:00:00,0.0,0.0,58.91,44.05,23.49,4.664000000000001,116.786,0.0,0.0
2006-07-27 05:00:00,0.0,0.0,64.25,47.51,27.93,10.098,124.59200000000001,0.0,0.0
2006-07-27 06:00:00,0.0,0.0,67.61,50.78,33.39,19.712000000000003,127.068,0.0,0.0
2006-07-27 07:00:00,0.0,0.0,69.32,53.23,37.18,29.904,124.826,0.0,0.0
2006-07-27 08:00:00,0.0,0.0,71.14,54.65,39.06,40.632999999999996,119.21700000000001,0.0,0.0
2006-07-27 09:00:00,0.0,0.0,72.65,55.69,39.72,50.49300000000001,112.567,0.0,0.0
2006-07-27 10:00:00,0.0,0.0,72.2,56.69,40.25,57.489,106.65100000000001,0.0,0.0
2006-07-27 11:00:00,0.0,0.0,71.14,55.74,40.42,61.338,100.96200000000002,0.0,0.0
2006-07-27 12:00:00,0.0,0.0,69.83,55.01,39.84,61.419,98.26100000000001,0.0,0.0
2006-07-27 13:00:00,0.0,0.0,68.87,53.74,39.18,58.99499999999999,97.79500000000002,0.0,0.0
2006-07-27 14:00:00,0.0,0.0,67.77,52.5,38.88,54.476,99.674,0.0,0.0
2006-07-27 15:00:00,0.0,0.0,67.47,51.82,39.78,47.75200000000001,106.318,0.0,0.0
2006-07-27 16:00:00,0.0,0.0,67.12,52.36,40.51,39.591,110.0,5.3989999999999725,0.0
2006-07-27 17:00:00,0.0,0.0,66.25,52.49,40.12,30.637999999999998,123.22200000000001,0.0,0.0
2006-07-27 18:00:00,0.0,0.0,63.94,50.5,39.13,20.612,127.95800000000003,0.0,0.0
2006-07-27 19:00:00,0.0,0.0,61.85,49.46,37.75,9.787999999999998,90.0,44.27200000000002,0.0
2006-07-27 20:00:00,0.0,0.0,60.08,52.15,36.54,8.652,135.0,0.11800000000001098,0.0
2006-07-27 21:00:00,0.0,0.0,56.29,53.2,34.9,9.101,130.289,0.0,0.0
2006-07-27 22:00:00,0.0,0.0,53.3,49.17,31.32,8.794,119.99599999999998,0.0,0.0
2006-07-27 23:00:00,0.0,0.0,51.48,45.97,27.55,8.305,90.0,21.69499999999999,0.0
2006-07-28 00:00:00,0.0,0.0,44.81,39.3,25.58,8.029,96.661,0.0,0.0
2006-07-28 01:00:00,0.0,0.0,44.73,37.0,23.75,7.25,93.23,0.0,0.0
2006-07-28 02:00:00,0.0,0.0,45.38,36.23,22.86,6.737,92.733,0.0,0.0
2006-07-28 03:00:00,0.0,0.0,47.32,37.13,22.41,6.148,90.0,5.712000000000012,0.0
2006-07-28 04:00:00,0.0,0.0,53.18,39.12,22.91,6.738999999999999,90.0,13.470999999999991,0.0
2006-07-28 05:00:00,0.0,0.0,58.51,42.57,27.35,11.261000000000001,110.0,2.1689999999999827,0.0
2006-07-28 06:00:00,0.0,0.0,61.88,45.85,32.81,22.293,113.24700000000001,0.0,0.0
2006-07-28 07:00:00,0.0,0.0,63.58,48.3,36.61,33.968,109.52199999999999,0.0,0.0
2006-07-28 08:00:00,0.0,0.0,65.4,49.71,38.49,42.995999999999995,105.60400000000001,0.0,0.0
2006-07-28 09:00:00,0.0,0.0,66.91,50.76,39.15,49.666,102.154,0.0,0.0
2006-07-28 10:00:00,0.0,0.0,66.46,51.76,39.67,54.27,98.61999999999999,0.0,0.0
2006-07-28 11:00:00,0.0,0.0,65.4,50.8,39.85,56.098,94.952,0.0,0.0
2006-07-28 12:00:00,0.0,0.0,64.09,50.07,39.26,55.016999999999996,93.403,0.0,0.0
2006-07-28 13:00:00,0.0,0.0,63.13,48.81,38.6,52.342,93.19800000000001,0.0,0.0
2006-07-28 14:00:00,0.0,0.0,62.03,47.56,38.31,47.290000000000006,95.61,0.0,0.0
2006-07-28 15:00:00,0.0,0.0,61.73,46.88,39.2,39.995000000000005,102.815,0.0,0.0
2006-07-28 16:00:00,0.0,0.0,61.38,47.42,39.94,30.567,113.173,0.0,0.0
2006-07-28 17:00:00,0.0,0.0,60.52,47.55,39.55,20.464,110.0,12.156000000000006,0.0
2006-07-28 18:00:00,0.0,0.0,58.2,45.57,38.56,11.958,108.88400000000004,16.48799999999996,0.0
2006-07-28 19:00:00,0.0,0.0,56.11,44.52,37.17,5.271000000000001,127.52900000000001,0.0,0.0
2006-07-28 20:00:00,0.0,0.0,54.34,47.21,35.96,4.064,90.0,38.44600000000001,0.0
2006-07-28 21:00:00,0.0,0.0,50.55,48.27,34.33,5.071,110.0,13.079000000000006,0.0
2006-07-28 22:00:00,0.0,0.0,47.56,44.24,30.75,5.719999999999999,110.0,1.8300000000000267,0.0
2006-07-28 23:00:00,0.0,0.0,45.74,41.03,26.98,5.655,103.09500000000001,0.0,0.0
2006-07-29 00:00:00,0.0,0.0,34.77,34.21,23.41,5.311,90.0,0.0,2.9209999999999923
2006-07-29 01:00:00,0.0,0.0,34.69,31.9,21.58,5.048,90.0,0.0,6.877999999999986
2006-07-29 02:00:00,0.0,0.0,35.34,31.13,20.69,5.08,90.0,0.0,7.920000000000016
2006-07-29 03:00:00,0.0,0.0,37.28,32.03,20.24,5.746,84.33098337950139,0.0,0.5269833795013937
2006-07-29 04:00:00,0.0,0.0,43.14,34.02,20.74,7.440999999999999,90.0,0.4590000000000106,0.0
2006-07-29 05:00:00,0.0,0.0,48.47,37.47,25.18,14.121,90.0,6.998999999999994,0.0
2006-07-29 06:00:00,0.0,0.0,51.84,40.75,30.64,26.487000000000005,90.0,6.7429999999999914,0.0
2006-07-29 07:00:00,0.0,0.0,53.54,43.2,34.43,38.904,90.0,2.2660000000000053,0.0
2006-07-29 08:00:00,0.0,0.0,55.36,44.61,36.31,51.025,85.25500000000001,0.0,0.0
2006-07-29 09:00:00,0.0,0.0,56.87,45.66,36.97,62.02799999999999,77.47199999999998,0.0,0.0
2006-07-29 10:00:00,0.0,0.0,56.43,46.66,37.5,70.89699999999999,69.69299999999998,0.0,0.0
2006-07-29 11:00:00,0.0,0.0,55.36,45.71,37.67,78.065,70.0,0.0,9.324999999999985
2006-07-29 12:00:00,0.0,0.0,54.05,44.97,37.09,80.832,55.278,0.0,0.0
2006-07-29 13:00:00,0.0,0.0,53.09,43.71,36.43,77.898,55.332000000000015,0.0,0.0
2006-07-29 14:00:00,0.0,0.0,51.99,42.47,36.13,72.62400000000001,76.70151523545705,0.0,18.735515235457044
2006-07-29 15:00:00,0.0,0.0,51.69,41.78,37.03,65.614,70.0,0.0,5.114000000000004
2006-07-29 16:00:00,0.0,0.0,51.35,42.32,37.76,58.433,72.99699999999999,0.0,0.0
2006-07-29 17:00:00,0.0,0.0,50.48,42.45,37.37,48.75,81.55000000000001,0.0,0.0
2006-07-29 18:00:00,0.0,0.0,48.16,40.47,36.38,34.994,90.0,0.01599999999998758,0.0
2006-07-29 19:00:00,0.0,0.0,46.07,39.43,35.0,24.066,90.0,6.433999999999987,0.0
2006-07-29 20:00:00,0.0,0.0,44.31,42.12,33.79,18.267000000000003,90.0,11.953,0.0
2006-07-29 21:00:00,0.0,0.0,40.52,43.17,32.15,15.819,90.0,10.020999999999994,0.0
2006-07-29 22:00:00,0.0,0.0,37.53,39.14,28.57,13.724,90.0,1.5160000000000053,0.0
2006-07-29 23:00:00,0.0,0.0,35.7,35.93,24.8,12.892000000000003,83.53799999999998,0.0,0.0
2006-07-30 00:00:00,0.0,0.0,32.78,32.6,22.57,12.017999999999999,75.932,0.0,0.0
2006-07-30 01:00:00,0.0,0.0,32.69,30.3,20.73,11.770999999999999,71.94899999999998,0.0,0.0
2006-07-30 02:00:00,0.0,0.0,33.34,29.53,19.85,11.028,71.692,0.0,0.0
2006-07-30 03:00:00,0.0,0.0,35.28,30.43,19.39,10.965,74.13499999999999,0.0,0.0
2006-07-30 04:00:00,0.0,0.0,41.14,32.42,19.9,12.449000000000002,81.01100000000001,0.0,0.0
2006-07-30 05:00:00,0.0,0.0,46.48,35.87,24.34,19.01,87.68,0.0,0.0
2006-07-30 06:00:00,0.0,0.0,49.84,39.15,29.8,30.086,88.70399999999998,0.0,0.0
2006-07-30 07:00:00,0.0,0.0,51.55,41.6,33.59,43.79400000000001,82.946,0.0,0.0
2006-07-30 08:00:00,0.0,0.0,53.36,43.01,35.47,58.125,73.71499999999999,0.0,0.0
2006-07-30 09:00:00,0.0,0.0,54.88,44.06,36.13,71.571,63.498999999999995,0.0,0.0
2006-07-30 10:00:00,0.0,0.0,54.43,45.06,36.66,82.753,53.39699999999999,0.0,0.0
2006-07-30 11:00:00,0.0,0.0,53.37,44.1,36.83,90.08100000000002,70.0,0.0,25.781000000000013
2006-07-30 12:00:00,0.0,0.0,52.05,43.37,36.25,91.622,40.047999999999995,0.0,0.0
2006-07-30 13:00:00,0.0,0.0,51.1,42.11,35.59,88.775,40.02499999999999,0.0,0.0
2006-07-30 14:00:00,0.0,0.0,50.0,40.86,35.29,82.678,43.471999999999994,0.0,0.0
2006-07-30 15:00:00,0.0,0.0,49.7,40.18,36.19,73.67999999999999,70.0,0.0,17.60999999999999
2006-07-30 16:00:00,0.0,0.0,49.35,40.72,36.92,62.654999999999994,64.33500000000001,0.0,0.0
2006-07-30 17:00:00,0.0,0.0,48.48,40.85,36.53,50.068,75.792,0.0,0.0
2006-07-30 18:00:00,0.0,0.0,46.17,38.87,35.54,36.972,83.60799999999999,0.0,0.0
2006-07-30 19:00:00,0.0,0.0,44.08,37.83,34.16,26.723000000000003,89.347,0.0,0.0
2006-07-30 20:00:00,0.0,0.0,42.31,40.51,32.95,25.462000000000003,90.0,0.3079999999999963,0.0
2006-07-30 21:00:00,0.0,0.0,38.52,41.57,31.31,27.858,83.542,0.0,0.0
2006-07-30 22:00:00,0.0,0.0,35.53,37.54,27.73,29.723,71.07700000000003,0.0,0.0
2006-07-30 23:00:00,0.0,0.0,33.7,34.33,23.96,30.032000000000004,61.958,0.0,0.0
2006-07-31 00:00:00,0.0,0.0,42.57,38.64,24.6,28.965000000000003,76.84500000000001,0.0,0.0
2006-07-31 01:00:00,0.0,0.0,42.49,36.34,22.77,28.531000000000002,73.06899999999999,0.0,0.0
2006-07-31 02:00:00,0.0,0.0,43.13,35.57,21.88,27.119,73.461,0.0,0.0
2006-07-31 03:00:00,0.0,0.0,45.07,36.46,21.43,26.049,90.0,0.0,13.088999999999999
2006-07-31 04:00:00,0.0,0.0,50.93,38.46,21.93,24.121999999999996,87.19800000000001,0.0,0.0
2006-07-31 05:00:00,0.0,0.0,56.27,41.91,26.38,32.777,90.0,1.7830000000000013,0.0
2006-07-31 06:00:00,0.0,0.0,59.63,45.18,31.84,48.855000000000004,90.0,0.0,2.204999999999977
2006-07-31 07:00:00,0.0,0.0,61.34,47.64,35.63,67.667,76.943,0.0,0.0
2006-07-31 08:00:00,0.0,0.0,63.16,49.05,37.51,83.017,66.70299999999999,0.0,0.0
2006-07-31 09:00:00,0.0,0.0,64.67,50.1,38.17,94.996,57.944,0.0,0.0
2006-07-31 10:00:00,0.0,0.0,64.22,51.09,38.7,103.21600000000001,50.79400000000001,0.0,0.0
2006-07-31 11:00:00,0.0,0.0,63.16,50.14,38.87,109.20400000000001,42.96599999999999,0.0,0.0
2006-07-31 12:00:00,0.0,0.0,61.85,49.41,38.28,109.71000000000001,50.0,0.0,10.170000000000002
2006-07-31 13:00:00,0.0,0.0,60.89,48.15,37.62,104.86699999999999,41.793,0.0,0.0
2006-07-31 14:00:00,0.0,0.0,59.79,46.9,37.33,96.856,90.0,0.0,42.83600000000001
2006-07-31 15:00:00,0.0,0.0,59.49,46.22,38.22,86.973,70.0,0.0,13.043
2006-07-31 16:00:00,0.0,0.0,59.14,46.76,38.96,74.53699999999999,70.32300000000001,0.0,0.0
2006-07-31 17:00:00,0.0,0.0,58.27,46.89,38.57,60.45799999999999,83.27199999999999,0.0,0.0
2006-07-31 18:00:00,0.0,0.0,55.96,44.91,37.58,44.073,90.0,4.376999999999999,0.0
2006-07-31 19:00:00,0.0,0.0,53.87,43.86,36.2,30.19,90.0,13.739999999999995,0.0
2006-07-31 20:00:00,0.0,0.0,52.1,46.55,34.99,28.134999999999998,90.0,15.505000000000015,0.0
2006-07-31 21:00:00,0.0,0.0,48.31,47.61,33.35,28.831,90.0,10.439000000000007,0.0
2006-07-31 22:00:00,0.0,0.0,45.32,43.58,29.77,27.730000000000004,90.0,0.9399999999999871,0.0
2006-07-31 23:00:00,0.0,0.0,43.5,40.37,26.0,26.419,83.45100000000002,0.0,0.0
2006-08-01 00:00:00,0.0,0.0,44.34,39.6,25.44,25.9,83.48,0.0,0.0
2006-08-01 01:00:00,0.0,0.0,44.25,37.3,23.6,24.878999999999998,80.271,0.0,0.0
2006-08-01 02:00:00,0.0,0.0,44.9,36.53,22.71,23.965999999999998,80.17400000000002,0.0,0.0
2006-08-01 03:00:00,0.0,0.0,46.84,37.43,22.26,23.8,82.73000000000002,0.0,0.0
2006-08-01 04:00:00,0.0,0.0,52.7,39.42,22.76,25.491000000000003,89.389,0.0,0.0
2006-08-01 05:00:00,0.0,0.0,58.04,42.87,27.21,34.341,90.0,3.778999999999986,0.0
2006-08-01 06:00:00,0.0,0.0,61.4,46.15,32.67,47.28900000000001,90.0,2.930999999999983,0.0
2006-08-01 07:00:00,0.0,0.0,63.1,48.6,36.46,65.89,82.27000000000002,0.0,0.0
2006-08-01 08:00:00,0.0,0.0,64.92,50.01,38.34,84.57499999999999,68.69500000000002,0.0,0.0
